GISLINK,FOLIO,PID,LEGAL_TYPE,UNIT,HOUSE,STREET,taxyear,assess_abbreviation,assess_type,land_gross,land_net,impr_gross,impr_net,Exemption,ObjectId
023-017-589,1497048,023-017-589,STRATA,202,1053,BALMORAL RD,2025,Residential,GENERAL,397000,397000,68300,68300,0,21285
023-017-589,1497048,023-017-589,STRATA,202,1053,BALMORAL RD,2025,Residential,SCHOOL,397000,397000,68300,68300,0,21286
023-017-597,1497049,023-017-597,STRATA,203,1053,BALMORAL RD,2025,Residential,GENERAL,405000,405000,67100,67100,0,21287
023-017-597,1497049,023-017-597,STRATA,203,1053,BALMORAL RD,2025,Residential,SCHOOL,405000,405000,67100,67100,0,21288
023-017-601,1497050,023-017-601,STRATA,304,1053,BALMORAL RD,2025,Residential,GENERAL,392000,392000,64900,64900,0,21289
023-017-601,1497050,023-017-601,STRATA,304,1053,BALMORAL RD,2025,Residential,SCHOOL,392000,392000,64900,64900,0,21290
023-017-619,1497051,023-017-619,STRATA,305,1053,BALMORAL RD,2025,Residential,GENERAL,354000,354000,57800,57800,0,21291
023-017-619,1497051,023-017-619,STRATA,305,1053,BALMORAL RD,2025,Residential,SCHOOL,354000,354000,57800,57800,0,21292
023-017-627,1497052,023-017-627,STRATA,301,1053,BALMORAL RD,2025,Residential,GENERAL,384000,384000,65000,65000,0,21293
023-017-627,1497052,023-017-627,STRATA,301,1053,BALMORAL RD,2025,Residential,SCHOOL,384000,384000,65000,65000,0,21294
023-017-635,1497053,023-017-635,STRATA,302,1053,BALMORAL RD,2025,Residential,GENERAL,404000,404000,67900,67900,0,21295
023-017-635,1497053,023-017-635,STRATA,302,1053,BALMORAL RD,2025,Residential,SCHOOL,404000,404000,67900,67900,0,21296
023-017-643,1497054,023-017-643,STRATA,303,1053,BALMORAL RD,2025,Residential,GENERAL,412000,412000,66600,66600,0,21297
023-017-643,1497054,023-017-643,STRATA,303,1053,BALMORAL RD,2025,Residential,SCHOOL,412000,412000,66600,66600,0,21298
023-608-889,1497055,023-608-889,STRATA,,940,MASON ST,2025,Residential,GENERAL,469000,469000,123000,123000,0,21299
023-608-889,1497055,023-608-889,STRATA,,940,MASON ST,2025,Residential,SCHOOL,469000,469000,123000,123000,0,21300
031-005-071,1495284,031-005-071,STRATA,606B,1008,PANDORA AVE,2025,Residential,GENERAL,301000,301000,75600,75600,0,21301
01496003,1496003,002-082-845,LAND,,916,PANDORA AVE,2025,Residential,GENERAL,236000,236000,2200,2200,0,21302
031-004-326,1495209,031-004-326,STRATA,330B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88800,88800,0,21303
01496003,1496003,002-082-845,LAND,,916,PANDORA AVE,2025,Business,GENERAL,1078000,1078000,9000,0,9000,21304
01496003,1496003,002-082-845,LAND,,916,PANDORA AVE,2025,Residential,SCHOOL,236000,236000,2200,2200,0,21305
01496003,1496003,002-082-845,LAND,,916,PANDORA AVE,2025,Business,SCHOOL,1078000,1078000,9000,0,9000,21306
01496004,1496004,009-324-755,LAND,,920,PANDORA AVE,2025,Residential,GENERAL,1201000,1201000,4300,4300,0,21307
01496004,1496004,009-324-755,LAND,,920,PANDORA AVE,2025,Business,GENERAL,514000,514000,2200,0,2200,21308
01496004,1496004,009-324-755,LAND,,920,PANDORA AVE,2025,Residential,SCHOOL,1201000,1201000,4300,4300,0,21309
01496004,1496004,009-324-755,LAND,,920,PANDORA AVE,2025,Business,SCHOOL,514000,514000,2200,0,2200,21310
01496005,1496005,003-210-987,LAND,,922,PANDORA AVE,2025,Business,GENERAL,3432000,3432000,23000,13000,10000,21311
01496005,1496005,003-210-987,LAND,,922,PANDORA AVE,2025,Business,SCHOOL,3432000,3432000,23000,13000,10000,21312
01496007,1496007,001-218-999,LAND,,980,PANDORA AVE,2025,Business,GENERAL,10166000,10166000,50700,40700,10000,21313
01496007,1496007,001-218-999,LAND,,980,PANDORA AVE,2025,Business,SCHOOL,10166000,10166000,50700,40700,10000,21314
V04961009,1496009,032-081-791,LAND,,930,PANDORA AVE,2025,Business,GENERAL,10312000,0,50700,0,10362700,21315
V04961009,1496009,032-081-791,LAND,,930,PANDORA AVE,2025,Business,SCHOOL,10312000,0,50700,0,10362700,21316
01496010,1496010,017-967-759,LAND,,908,PANDORA AVE,2025,Business,GENERAL,9540000,9540000,3957000,3947000,10000,21317
01496010,1496010,017-967-759,LAND,,908,PANDORA AVE,2025,Business,SCHOOL,9540000,9540000,3957000,3947000,10000,21318
01497001,1497001,000-047-716,LAND,,1625,QUADRA ST,2025,Residential,GENERAL,300000,300000,71100,71100,0,21319
01497001,1497001,000-047-716,LAND,,1625,QUADRA ST,2025,Business,GENERAL,1347000,1347000,319000,309000,10000,21320
01497001,1497001,000-047-716,LAND,,1625,QUADRA ST,2025,Residential,SCHOOL,300000,300000,71100,71100,0,21321
01497001,1497001,000-047-716,LAND,,1625,QUADRA ST,2025,Business,SCHOOL,1347000,1347000,319000,309000,10000,21322
01497004,1497004,000-633-364,LAND,,937,BALMORAL RD,2025,Residential,GENERAL,791000,791000,1263000,1263000,0,21323
01497004,1497004,000-633-364,LAND,,937,BALMORAL RD,2025,Residential,SCHOOL,791000,791000,1263000,1263000,0,21324
01497009,1497009,002-765-713,LAND,,975,BALMORAL RD,2025,Residential,GENERAL,5856000,5856000,2853000,2853000,0,21325
01497009,1497009,002-765-713,LAND,,975,BALMORAL RD,2025,Residential,SCHOOL,5856000,5856000,2853000,2853000,0,21326
V04971036,1497010,031-565-191,LAND,,953,BALMORAL RD,2025,Residential,GENERAL,3699000,0,6213000,0,9912000,21327
V04971036,1497010,031-565-191,LAND,,953,BALMORAL RD,2025,Residential,SCHOOL,3699000,0,6213000,0,9912000,21328
01497012,1497012,001-161-571,LAND,,1005,BALMORAL RD,2025,Residential,GENERAL,623000,623000,322000,322000,0,21329
01497012,1497012,001-161-571,LAND,,1005,BALMORAL RD,2025,Residential,SCHOOL,623000,623000,322000,322000,0,21330
01497013,1497013,003-513-963,LAND,,1009,BALMORAL RD,2025,Residential,GENERAL,604000,604000,389000,389000,0,21331
01497013,1497013,003-513-963,LAND,,1009,BALMORAL RD,2025,Residential,SCHOOL,604000,604000,389000,389000,0,21332
01497014,1497014,009-197-354,LAND,,1015,BALMORAL RD,2025,Residential,GENERAL,707000,707000,123000,123000,0,21333
01497014,1497014,009-197-354,LAND,,1015,BALMORAL RD,2025,Residential,SCHOOL,707000,707000,123000,123000,0,21334
01497015,1497015,009-197-338,LAND,,1017,BALMORAL RD,2025,Residential,GENERAL,572000,572000,0,0,0,21335
01497015,1497015,009-197-338,LAND,,1017,BALMORAL RD,2025,Residential,SCHOOL,572000,572000,0,0,0,21336
01497016,1497016,007-312-253,LAND,,1032,MASON ST,2025,Residential,GENERAL,658000,658000,0,0,0,21337
01497016,1497016,007-312-253,LAND,,1032,MASON ST,2025,Residential,SCHOOL,658000,658000,0,0,0,21338
01497017,1497017,009-197-311,LAND,,1038,MASON ST,2025,Residential,GENERAL,658000,658000,0,0,0,21339
01497017,1497017,009-197-311,LAND,,1038,MASON ST,2025,Residential,SCHOOL,658000,658000,0,0,0,21340
01497018,1497018,009-197-303,LAND,,1033,BALMORAL RD,2025,Residential,GENERAL,706000,706000,157000,157000,0,21341
01497018,1497018,009-197-303,LAND,,1033,BALMORAL RD,2025,Residential,SCHOOL,706000,706000,157000,157000,0,21342
01497019,1497019,005-624-100,LAND,,1046,MASON ST,2025,Residential,GENERAL,850000,850000,159000,159000,0,21343
01497019,1497019,005-624-100,LAND,,1046,MASON ST,2025,Business,GENERAL,359000,359000,69400,59400,10000,21344
01497019,1497019,005-624-100,LAND,,1046,MASON ST,2025,Residential,SCHOOL,850000,850000,159000,159000,0,21345
01497019,1497019,005-624-100,LAND,,1046,MASON ST,2025,Business,SCHOOL,359000,359000,69400,59400,10000,21346
01497021,1497021,009-197-273,LAND,,1047,BALMORAL RD,2025,Residential,GENERAL,577000,577000,121000,121000,0,21347
01497021,1497021,009-197-273,LAND,,1047,BALMORAL RD,2025,Residential,SCHOOL,577000,577000,121000,121000,0,21348
01497024,1497024,009-197-265,LAND,,1600,COOK ST,2025,Recreational,GENERAL,1250000,0,115000,0,1365000,21349
01497024,1497024,009-197-265,LAND,,1600,COOK ST,2025,Recreational,SCHOOL,1250000,0,115000,0,1365000,21350
01497025,1497025,009-197-290,LAND,,1052,MASON ST,2025,Residential,GENERAL,541000,541000,113000,113000,0,21351
01497025,1497025,009-197-290,LAND,,1052,MASON ST,2025,Residential,SCHOOL,541000,541000,113000,113000,0,21352
031-004-326,1495209,031-004-326,STRATA,330B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88800,88800,0,21353
031-005-071,1495284,031-005-071,STRATA,606B,1008,PANDORA AVE,2025,Residential,SCHOOL,301000,301000,75600,75600,0,21354
031-004-334,1495210,031-004-334,STRATA,331B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88700,88700,0,21355
031-004-334,1495210,031-004-334,STRATA,331B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88700,88700,0,21356
031-004-342,1495211,031-004-342,STRATA,332B,1008,PANDORA AVE,2025,Residential,GENERAL,303000,303000,88700,88700,0,21357
031-004-342,1495211,031-004-342,STRATA,332B,1008,PANDORA AVE,2025,Residential,SCHOOL,303000,303000,88700,88700,0,21358
031-004-351,1495212,031-004-351,STRATA,333B,1008,PANDORA AVE,2025,Residential,GENERAL,391000,391000,124000,124000,0,21359
031-004-351,1495212,031-004-351,STRATA,333B,1008,PANDORA AVE,2025,Residential,SCHOOL,391000,391000,124000,124000,0,21360
031-004-369,1495213,031-004-369,STRATA,401B,1008,PANDORA AVE,2025,Residential,GENERAL,438000,438000,139000,139000,0,21361
031-004-369,1495213,031-004-369,STRATA,401B,1008,PANDORA AVE,2025,Residential,SCHOOL,438000,438000,139000,139000,0,21362
031-004-377,1495214,031-004-377,STRATA,402B,1008,PANDORA AVE,2025,Residential,GENERAL,362000,362000,108000,108000,0,21363
031-004-377,1495214,031-004-377,STRATA,402B,1008,PANDORA AVE,2025,Residential,SCHOOL,362000,362000,108000,108000,0,21364
031-004-385,1495215,031-004-385,STRATA,403B,1008,PANDORA AVE,2025,Residential,GENERAL,312000,312000,88700,88700,0,21365
031-004-385,1495215,031-004-385,STRATA,403B,1008,PANDORA AVE,2025,Residential,SCHOOL,312000,312000,88700,88700,0,21366
031-004-393,1495216,031-004-393,STRATA,404B,1008,PANDORA AVE,2025,Residential,GENERAL,310000,310000,87600,87600,0,21367
031-004-393,1495216,031-004-393,STRATA,404B,1008,PANDORA AVE,2025,Residential,SCHOOL,310000,310000,87600,87600,0,21368
031-004-407,1495217,031-004-407,STRATA,405B,1008,PANDORA AVE,2025,Residential,GENERAL,290000,290000,76100,76100,0,21369
031-004-407,1495217,031-004-407,STRATA,405B,1008,PANDORA AVE,2025,Residential,SCHOOL,290000,290000,76100,76100,0,21370
031-004-415,1495218,031-004-415,STRATA,406B,1008,PANDORA AVE,2025,Residential,GENERAL,312000,312000,88200,88200,0,21371
031-004-415,1495218,031-004-415,STRATA,406B,1008,PANDORA AVE,2025,Residential,SCHOOL,312000,312000,88200,88200,0,21372
031-004-423,1495219,031-004-423,STRATA,407B,1008,PANDORA AVE,2025,Residential,GENERAL,302000,302000,83700,83700,0,21373
031-004-423,1495219,031-004-423,STRATA,407B,1008,PANDORA AVE,2025,Residential,SCHOOL,302000,302000,83700,83700,0,21374
031-004-431,1495220,031-004-431,STRATA,408B,1008,PANDORA AVE,2025,Residential,GENERAL,310000,310000,88400,88400,0,21375
031-004-431,1495220,031-004-431,STRATA,408B,1008,PANDORA AVE,2025,Residential,SCHOOL,310000,310000,88400,88400,0,21376
031-004-440,1495221,031-004-440,STRATA,409B,1008,PANDORA AVE,2025,Residential,GENERAL,313000,313000,88400,88400,0,21377
031-004-440,1495221,031-004-440,STRATA,409B,1008,PANDORA AVE,2025,Residential,SCHOOL,313000,313000,88400,88400,0,21378
031-004-458,1495222,031-004-458,STRATA,410B,1008,PANDORA AVE,2025,Residential,GENERAL,404000,404000,121000,121000,0,21379
031-004-458,1495222,031-004-458,STRATA,410B,1008,PANDORA AVE,2025,Residential,SCHOOL,404000,404000,121000,121000,0,21380
031-004-466,1495223,031-004-466,STRATA,411B,1008,PANDORA AVE,2025,Residential,GENERAL,294000,294000,80400,80400,0,21381
031-004-466,1495223,031-004-466,STRATA,411B,1008,PANDORA AVE,2025,Residential,SCHOOL,294000,294000,80400,80400,0,21382
031-004-474,1495224,031-004-474,STRATA,412B,1008,PANDORA AVE,2025,Residential,GENERAL,281000,281000,78400,78400,0,21383
031-004-474,1495224,031-004-474,STRATA,412B,1008,PANDORA AVE,2025,Residential,SCHOOL,281000,281000,78400,78400,0,21384
031-004-482,1495225,031-004-482,STRATA,413B,1008,PANDORA AVE,2025,Residential,GENERAL,277000,277000,74100,74100,0,21385
031-004-482,1495225,031-004-482,STRATA,413B,1008,PANDORA AVE,2025,Residential,SCHOOL,277000,277000,74100,74100,0,21386
031-004-491,1495226,031-004-491,STRATA,414B,1008,PANDORA AVE,2025,Residential,GENERAL,310000,310000,88200,88200,0,21387
031-004-491,1495226,031-004-491,STRATA,414B,1008,PANDORA AVE,2025,Residential,SCHOOL,310000,310000,88200,88200,0,21388
031-004-504,1495227,031-004-504,STRATA,415B,1008,PANDORA AVE,2025,Residential,GENERAL,310000,310000,88300,88300,0,21389
031-004-504,1495227,031-004-504,STRATA,415B,1008,PANDORA AVE,2025,Residential,SCHOOL,310000,310000,88300,88300,0,21390
031-004-512,1495228,031-004-512,STRATA,416B,1008,PANDORA AVE,2025,Residential,GENERAL,308000,308000,87500,87500,0,21391
031-004-512,1495228,031-004-512,STRATA,416B,1008,PANDORA AVE,2025,Residential,SCHOOL,308000,308000,87500,87500,0,21392
031-004-521,1495229,031-004-521,STRATA,417B,1008,PANDORA AVE,2025,Residential,GENERAL,308000,308000,87400,87400,0,21393
031-004-521,1495229,031-004-521,STRATA,417B,1008,PANDORA AVE,2025,Residential,SCHOOL,308000,308000,87400,87400,0,21394
031-004-539,1495230,031-004-539,STRATA,418B,1008,PANDORA AVE,2025,Residential,GENERAL,309000,309000,87900,87900,0,21395
031-004-539,1495230,031-004-539,STRATA,418B,1008,PANDORA AVE,2025,Residential,SCHOOL,309000,309000,87900,87900,0,21396
031-004-547,1495231,031-004-547,STRATA,419B,1008,PANDORA AVE,2025,Residential,GENERAL,237000,237000,65200,65200,0,21397
031-004-547,1495231,031-004-547,STRATA,419B,1008,PANDORA AVE,2025,Residential,SCHOOL,237000,237000,65200,65200,0,21398
031-004-555,1495232,031-004-555,STRATA,420B,1008,PANDORA AVE,2025,Residential,GENERAL,229000,229000,61600,61600,0,21399
031-004-555,1495232,031-004-555,STRATA,420B,1008,PANDORA AVE,2025,Residential,SCHOOL,229000,229000,61600,61600,0,21400
031-004-563,1495233,031-004-563,STRATA,421B,1008,PANDORA AVE,2025,Residential,GENERAL,272000,272000,76800,76800,0,21401
031-004-563,1495233,031-004-563,STRATA,421B,1008,PANDORA AVE,2025,Residential,SCHOOL,272000,272000,76800,76800,0,21402
031-005-080,1495285,031-005-080,STRATA,607B,1008,PANDORA AVE,2025,Residential,GENERAL,290000,290000,71100,71100,0,21403
031-005-080,1495285,031-005-080,STRATA,607B,1008,PANDORA AVE,2025,Residential,SCHOOL,290000,290000,71100,71100,0,21404
031-005-098,1495286,031-005-098,STRATA,608B,1008,PANDORA AVE,2025,Residential,GENERAL,477000,477000,128000,128000,0,21405
031-005-098,1495286,031-005-098,STRATA,608B,1008,PANDORA AVE,2025,Residential,SCHOOL,477000,477000,128000,128000,0,21406
031-005-101,1495287,031-005-101,STRATA,609B,1008,PANDORA AVE,2025,Residential,GENERAL,346000,346000,83600,83600,0,21407
031-005-101,1495287,031-005-101,STRATA,609B,1008,PANDORA AVE,2025,Residential,SCHOOL,346000,346000,83600,83600,0,21408
031-005-110,1495288,031-005-110,STRATA,610B,1008,PANDORA AVE,2025,Residential,GENERAL,289000,289000,73200,73200,0,21409
031-005-110,1495288,031-005-110,STRATA,610B,1008,PANDORA AVE,2025,Residential,SCHOOL,289000,289000,73200,73200,0,21410
031-005-128,1495289,031-005-128,STRATA,611B,1008,PANDORA AVE,2025,Residential,GENERAL,324000,324000,87200,87200,0,21411
031-005-128,1495289,031-005-128,STRATA,611B,1008,PANDORA AVE,2025,Residential,SCHOOL,324000,324000,87200,87200,0,21412
031-005-136,1495290,031-005-136,STRATA,612B,1008,PANDORA AVE,2025,Residential,GENERAL,324000,324000,87400,87400,0,21413
031-005-136,1495290,031-005-136,STRATA,612B,1008,PANDORA AVE,2025,Residential,SCHOOL,324000,324000,87400,87400,0,21414
031-005-144,1495291,031-005-144,STRATA,613B,1008,PANDORA AVE,2025,Residential,GENERAL,322000,322000,86500,86500,0,21415
031-005-144,1495291,031-005-144,STRATA,613B,1008,PANDORA AVE,2025,Residential,SCHOOL,322000,322000,86500,86500,0,21416
031-005-152,1495292,031-005-152,STRATA,614B,1008,PANDORA AVE,2025,Residential,GENERAL,322000,322000,86500,86500,0,21417
031-005-152,1495292,031-005-152,STRATA,614B,1008,PANDORA AVE,2025,Residential,SCHOOL,322000,322000,86500,86500,0,21418
031-005-161,1495293,031-005-161,STRATA,615B,1008,PANDORA AVE,2025,Residential,GENERAL,323000,323000,86900,86900,0,21419
031-005-161,1495293,031-005-161,STRATA,615B,1008,PANDORA AVE,2025,Residential,SCHOOL,323000,323000,86900,86900,0,21420
031-005-179,1495294,031-005-179,STRATA,616B,1008,PANDORA AVE,2025,Residential,GENERAL,272000,272000,70700,70700,0,21421
031-005-179,1495294,031-005-179,STRATA,616B,1008,PANDORA AVE,2025,Residential,SCHOOL,272000,272000,70700,70700,0,21422
031-005-187,1495295,031-005-187,STRATA,617B,1008,PANDORA AVE,2025,Residential,GENERAL,262000,262000,66700,66700,0,21423
031-005-187,1495295,031-005-187,STRATA,617B,1008,PANDORA AVE,2025,Residential,SCHOOL,262000,262000,66700,66700,0,21424
031-005-195,1495296,031-005-195,STRATA,618B,1008,PANDORA AVE,2025,Residential,GENERAL,319000,319000,75700,75700,0,21425
031-005-195,1495296,031-005-195,STRATA,618B,1008,PANDORA AVE,2025,Residential,SCHOOL,319000,319000,75700,75700,0,21426
031-005-209,1495297,031-005-209,STRATA,619B,1008,PANDORA AVE,2025,Residential,GENERAL,324000,324000,87100,87100,0,21427
031-005-209,1495297,031-005-209,STRATA,619B,1008,PANDORA AVE,2025,Residential,SCHOOL,324000,324000,87100,87100,0,21428
031-005-217,1495298,031-005-217,STRATA,620B,1008,PANDORA AVE,2025,Residential,GENERAL,324000,324000,87100,87100,0,21429
031-005-217,1495298,031-005-217,STRATA,620B,1008,PANDORA AVE,2025,Residential,SCHOOL,324000,324000,87100,87100,0,21430
031-005-225,1495299,031-005-225,STRATA,621B,1008,PANDORA AVE,2025,Residential,GENERAL,323000,323000,86800,86800,0,21431
031-005-225,1495299,031-005-225,STRATA,621B,1008,PANDORA AVE,2025,Residential,SCHOOL,323000,323000,86800,86800,0,21432
031-005-233,1495300,031-005-233,STRATA,622B,1008,PANDORA AVE,2025,Residential,GENERAL,324000,324000,87100,87100,0,21433
031-005-233,1495300,031-005-233,STRATA,622B,1008,PANDORA AVE,2025,Residential,SCHOOL,324000,324000,87100,87100,0,21434
031-005-241,1495301,031-005-241,STRATA,623B,1008,PANDORA AVE,2025,Residential,GENERAL,323000,323000,86800,86800,0,21435
031-005-241,1495301,031-005-241,STRATA,623B,1008,PANDORA AVE,2025,Residential,SCHOOL,323000,323000,86800,86800,0,21436
031-005-250,1495302,031-005-250,STRATA,624B,1008,PANDORA AVE,2025,Residential,GENERAL,413000,413000,114000,114000,0,21437
031-005-250,1495302,031-005-250,STRATA,624B,1008,PANDORA AVE,2025,Residential,SCHOOL,413000,413000,114000,114000,0,21438
031-005-268,1495303,031-005-268,STRATA,625B,1008,PANDORA AVE,2025,Residential,GENERAL,408000,408000,108000,108000,0,21439
031-005-268,1495303,031-005-268,STRATA,625B,1008,PANDORA AVE,2025,Residential,SCHOOL,408000,408000,108000,108000,0,21440
031-005-276,1495304,031-005-276,STRATA,626B,1008,PANDORA AVE,2025,Residential,GENERAL,487000,487000,150000,150000,0,21441
031-005-276,1495304,031-005-276,STRATA,626B,1008,PANDORA AVE,2025,Residential,SCHOOL,487000,487000,150000,150000,0,21442
031-005-284,1495305,031-005-284,STRATA,627B,1008,PANDORA AVE,2025,Residential,GENERAL,299000,299000,74200,74200,0,21443
031-005-284,1495305,031-005-284,STRATA,627B,1008,PANDORA AVE,2025,Residential,SCHOOL,299000,299000,74200,74200,0,21444
031-005-292,1495306,031-005-292,STRATA,628B,1008,PANDORA AVE,2025,Residential,GENERAL,486000,486000,149000,149000,0,21445
031-005-292,1495306,031-005-292,STRATA,628B,1008,PANDORA AVE,2025,Residential,SCHOOL,486000,486000,149000,149000,0,21446
031-005-306,1495307,031-005-306,STRATA,629B,1008,PANDORA AVE,2025,Residential,GENERAL,409000,409000,109000,109000,0,21447
031-005-306,1495307,031-005-306,STRATA,629B,1008,PANDORA AVE,2025,Residential,SCHOOL,409000,409000,109000,109000,0,21448
01496001,1496001,005-705-266,LAND,,1517,QUADRA ST,2025,Business,GENERAL,738000,738000,7000,0,7000,21449
01496001,1496001,005-705-266,LAND,,1517,QUADRA ST,2025,Business,SCHOOL,738000,738000,7000,0,7000,21450
031-004-822,1495259,031-004-822,STRATA,513B,1008,PANDORA AVE,2025,Residential,GENERAL,317000,317000,87900,87900,0,21451
031-004-822,1495259,031-004-822,STRATA,513B,1008,PANDORA AVE,2025,Residential,SCHOOL,317000,317000,87900,87900,0,21452
031-004-831,1495260,031-004-831,STRATA,514B,1008,PANDORA AVE,2025,Residential,GENERAL,315000,315000,87000,87000,0,21453
031-004-831,1495260,031-004-831,STRATA,514B,1008,PANDORA AVE,2025,Residential,SCHOOL,315000,315000,87000,87000,0,21454
031-004-849,1495261,031-004-849,STRATA,515B,1008,PANDORA AVE,2025,Residential,GENERAL,315000,315000,87000,87000,0,21455
031-004-849,1495261,031-004-849,STRATA,515B,1008,PANDORA AVE,2025,Residential,SCHOOL,315000,315000,87000,87000,0,21456
031-004-857,1495262,031-004-857,STRATA,516B,1008,PANDORA AVE,2025,Residential,GENERAL,316000,316000,87400,87400,0,21457
031-004-857,1495262,031-004-857,STRATA,516B,1008,PANDORA AVE,2025,Residential,SCHOOL,316000,316000,87400,87400,0,21458
031-004-865,1495263,031-004-865,STRATA,517B,1008,PANDORA AVE,2025,Residential,GENERAL,266000,266000,71100,71100,0,21459
031-004-865,1495263,031-004-865,STRATA,517B,1008,PANDORA AVE,2025,Residential,SCHOOL,266000,266000,71100,71100,0,21460
031-004-873,1495264,031-004-873,STRATA,518B,1008,PANDORA AVE,2025,Residential,GENERAL,243000,243000,61300,61300,0,21461
031-004-873,1495264,031-004-873,STRATA,518B,1008,PANDORA AVE,2025,Residential,SCHOOL,243000,243000,61300,61300,0,21462
031-004-881,1495265,031-004-881,STRATA,519B,1008,PANDORA AVE,2025,Residential,GENERAL,253000,253000,69600,69600,0,21463
031-004-881,1495265,031-004-881,STRATA,519B,1008,PANDORA AVE,2025,Residential,SCHOOL,253000,253000,69600,69600,0,21464
031-004-890,1495266,031-004-890,STRATA,520B,1008,PANDORA AVE,2025,Residential,GENERAL,316000,316000,87600,87600,0,21465
031-004-890,1495266,031-004-890,STRATA,520B,1008,PANDORA AVE,2025,Residential,SCHOOL,316000,316000,87600,87600,0,21466
031-004-903,1495267,031-004-903,STRATA,521B,1008,PANDORA AVE,2025,Residential,GENERAL,316000,316000,87600,87600,0,21467
031-004-903,1495267,031-004-903,STRATA,521B,1008,PANDORA AVE,2025,Residential,SCHOOL,316000,316000,87600,87600,0,21468
031-004-911,1495268,031-004-911,STRATA,522B,1008,PANDORA AVE,2025,Residential,GENERAL,316000,316000,87300,87300,0,21469
031-004-911,1495268,031-004-911,STRATA,522B,1008,PANDORA AVE,2025,Residential,SCHOOL,316000,316000,87300,87300,0,21470
031-004-920,1495269,031-004-920,STRATA,523B,1008,PANDORA AVE,2025,Residential,GENERAL,317000,317000,87600,87600,0,21471
031-004-920,1495269,031-004-920,STRATA,523B,1008,PANDORA AVE,2025,Residential,SCHOOL,317000,317000,87600,87600,0,21472
031-004-938,1495270,031-004-938,STRATA,524B,1008,PANDORA AVE,2025,Residential,GENERAL,316000,316000,87300,87300,0,21473
031-004-938,1495270,031-004-938,STRATA,524B,1008,PANDORA AVE,2025,Residential,SCHOOL,316000,316000,87300,87300,0,21474
031-004-946,1495271,031-004-946,STRATA,525B,1008,PANDORA AVE,2025,Residential,GENERAL,407000,407000,115000,115000,0,21475
031-004-946,1495271,031-004-946,STRATA,525B,1008,PANDORA AVE,2025,Residential,SCHOOL,407000,407000,115000,115000,0,21476
031-004-954,1495272,031-004-954,STRATA,526B,1008,PANDORA AVE,2025,Residential,GENERAL,423000,423000,123000,123000,0,21477
031-004-954,1495272,031-004-954,STRATA,526B,1008,PANDORA AVE,2025,Residential,SCHOOL,423000,423000,123000,123000,0,21478
031-004-962,1495273,031-004-962,STRATA,527B,1008,PANDORA AVE,2025,Residential,GENERAL,316000,316000,87300,87300,0,21479
031-004-962,1495273,031-004-962,STRATA,527B,1008,PANDORA AVE,2025,Residential,SCHOOL,316000,316000,87300,87300,0,21480
031-004-971,1495274,031-004-971,STRATA,528B,1008,PANDORA AVE,2025,Residential,GENERAL,316000,316000,87600,87600,0,21481
031-004-075,1495184,031-004-075,STRATA,305B,1008,PANDORA AVE,2025,Residential,GENERAL,284000,284000,76600,76600,0,21482
031-004-971,1495274,031-004-971,STRATA,528B,1008,PANDORA AVE,2025,Residential,SCHOOL,316000,316000,87600,87600,0,21483
031-004-989,1495275,031-004-989,STRATA,529B,1008,PANDORA AVE,2025,Residential,GENERAL,317000,317000,87900,87900,0,21484
031-004-989,1495275,031-004-989,STRATA,529B,1008,PANDORA AVE,2025,Residential,SCHOOL,317000,317000,87900,87900,0,21485
031-004-997,1495276,031-004-997,STRATA,530B,1008,PANDORA AVE,2025,Residential,GENERAL,317000,317000,87700,87700,0,21486
031-004-997,1495276,031-004-997,STRATA,530B,1008,PANDORA AVE,2025,Residential,SCHOOL,317000,317000,87700,87700,0,21487
031-005-004,1495277,031-005-004,STRATA,531B,1008,PANDORA AVE,2025,Residential,GENERAL,317000,317000,87700,87700,0,21488
031-005-004,1495277,031-005-004,STRATA,531B,1008,PANDORA AVE,2025,Residential,SCHOOL,317000,317000,87700,87700,0,21489
031-005-012,1495278,031-005-012,STRATA,532B,1008,PANDORA AVE,2025,Residential,GENERAL,414000,414000,123000,123000,0,21490
031-005-012,1495278,031-005-012,STRATA,532B,1008,PANDORA AVE,2025,Residential,SCHOOL,414000,414000,123000,123000,0,21491
031-005-021,1495279,031-005-021,STRATA,601B,1008,PANDORA AVE,2025,Residential,GENERAL,391000,391000,103000,103000,0,21492
031-005-021,1495279,031-005-021,STRATA,601B,1008,PANDORA AVE,2025,Residential,SCHOOL,391000,391000,103000,103000,0,21493
031-005-039,1495280,031-005-039,STRATA,602B,1008,PANDORA AVE,2025,Residential,GENERAL,343000,343000,91700,91700,0,21494
031-005-039,1495280,031-005-039,STRATA,602B,1008,PANDORA AVE,2025,Residential,SCHOOL,343000,343000,91700,91700,0,21495
031-005-047,1495281,031-005-047,STRATA,603B,1008,PANDORA AVE,2025,Residential,GENERAL,333000,333000,87400,87400,0,21496
031-005-047,1495281,031-005-047,STRATA,603B,1008,PANDORA AVE,2025,Residential,SCHOOL,333000,333000,87400,87400,0,21497
